model1_fake,model1_real,model2_fake,model2_real
0.07218166571812934,0.9278183342818708,0.0,1.0
0.8141159249750272,0.18588407502497284,0.8595641646489104,0.14043583535108958
0.8626395447174966,0.13736045528250346,0.8943560057887121,0.105643994211288
0.4928562781434868,0.5071437218565132,0.0,1.0
0.19836071537304656,0.8016392846269534,0.0,1.0
0.9131289117434476,0.08687108825655236,1.0,0.0
0.3065651427054903,0.6934348572945097,0.6045370938074801,0.39546290619252
0.47653570002396,0.5234642999760399,0.6045370938074801,0.39546290619252
0.6315613122542694,0.3684386877457306,0.6045370938074801,0.39546290619252
0.2756201127696316,0.7243798872303684,0.0,1.0
0.08274437654884881,0.9172556234511512,0.0,1.0
0.921460836808094,0.07853916319190593,0.8595641646489104,0.14043583535108958
0.9098395855925914,0.0901604144074086,1.0,0.0
0.052903008327746866,0.9470969916722533,0.0,1.0
0.8436599320979938,0.15634006790200616,1.0,0.0
0.9591797000957069,0.04082029990429314,1.0,0.0
0.8110989783464885,0.1889010216535115,0.6045370938074801,0.39546290619252
0.1413435362941139,0.8586564637058861,0.0,1.0
0.8197890000781967,0.1802109999218033,1.0,0.0
0.06595136606044671,0.9340486339395532,0.0,1.0
0.25680835257155776,0.7431916474284422,0.6045370938074801,0.39546290619252
0.33433874688432386,0.6656612531156761,0.6045370938074801,0.39546290619252
0.9306294815446134,0.0693705184553866,1.0,0.0
0.17093719604655833,0.8290628039534417,0.0,1.0
0.2171218533218502,0.7828781466781498,0.0,1.0
0.5229498643263302,0.4770501356736698,0.8943560057887121,0.105643994211288
0.015288425331024147,0.984711574668976,0.0,1.0
0.5677766868529363,0.43222331314706375,0.6045370938074801,0.39546290619252
0.903306264323492,0.09669373567650803,1.0,0.0
0.19559887028284328,0.8044011297171567,0.0,1.0
0.7747979340629154,0.2252020659370845,1.0,0.0
0.17504706913844126,0.8249529308615587,0.8595641646489104,0.14043583535108958
0.2340075034160617,0.7659924965839383,0.0,1.0
0.1472023769645926,0.8527976230354074,0.0,1.0
0.7074479535765735,0.2925520464234265,1.0,0.0
0.9314792815739062,0.0685207184260938,0.8943560057887121,0.105643994211288
0.17222379754407754,0.8277762024559224,0.0,1.0
0.421076039859106,0.5789239601408941,0.8595641646489104,0.14043583535108958
0.10972301840455044,0.8902769815954495,0.6045370938074801,0.39546290619252
0.8767011425599245,0.12329885744007553,0.8943560057887121,0.105643994211288
0.4369976679140137,0.5630023320859863,0.6045370938074801,0.39546290619252
0.4068361844285624,0.5931638155714376,0.6045370938074801,0.39546290619252
0.2913113930598148,0.7086886069401852,0.6045370938074801,0.39546290619252
0.07907342050470577,0.9209265794952942,0.0,1.0
0.22918841653191516,0.7708115834680849,0.6045370938074801,0.39546290619252
0.8292155655869701,0.17078443441302996,0.6045370938074801,0.39546290619252
0.16313500161213035,0.8368649983878697,0.0,1.0
0.7624802530088739,0.2375197469911261,1.0,0.0
0.2240313964379591,0.7759686035620409,0.0,1.0
0.3080463127185544,0.6919536872814456,0.6045370938074801,0.39546290619252
0.08953527714592657,0.9104647228540734,0.0,1.0
0.097181083791679,0.9028189162083209,0.0,1.0
0.4097866087744484,0.5902133912255516,0.6045370938074801,0.39546290619252
0.9707490216599834,0.02925097834001652,1.0,0.0
0.0543335887828158,0.9456664112171842,0.0,1.0
0.6116363830475144,0.3883636169524856,0.6045370938074801,0.39546290619252
0.8695533637448316,0.13044663625516842,0.8943560057887121,0.105643994211288
0.07221219927317568,0.9277878007268244,0.0,1.0
0.19596681582794814,0.8040331841720518,0.0,1.0
0.12566354539779478,0.8743364546022052,0.0,1.0
0.4210675489674398,0.5789324510325602,0.0,1.0
0.7798287640221307,0.22017123597786928,0.8595641646489104,0.14043583535108958
0.04537109460904498,0.9546289053909549,0.0,1.0
0.2713237391999549,0.7286762608000451,0.6045370938074801,0.39546290619252
0.19153660937794886,0.8084633906220511,0.0,1.0
0.2486929837929589,0.7513070162070411,1.0,0.0
0.11039149536329528,0.8896085046367047,0.0,1.0
0.8915188536197224,0.10848114638027766,1.0,0.0
0.03705759433874378,0.9629424056612562,0.0,1.0
0.8377742877873358,0.1622257122126643,1.0,0.0
0.9152628802338212,0.08473711976617893,0.8943560057887121,0.105643994211288
0.07065264578222985,0.92934735421777,0.0,1.0
0.31622403757314643,0.6837759624268536,0.6045370938074801,0.39546290619252
0.4398528153962499,0.5601471846037501,0.8943560057887121,0.105643994211288
0.8548414723020608,0.1451585276979392,0.6045370938074801,0.39546290619252
0.08281964619102011,0.91718035380898,0.0,1.0
0.21181353033566866,0.7881864696643314,0.0,1.0
0.4263366702505815,0.5736633297494185,1.0,0.0
0.06051565775579604,0.9394843422442042,0.0,1.0
0.15263753602941055,0.8473624639705895,0.6045370938074801,0.39546290619252
0.6345498246998482,0.3654501753001518,0.6045370938074801,0.39546290619252
0.021371296034120132,0.97862870396588,0.0,1.0
0.7707589965882758,0.2292410034117241,0.8595641646489104,0.14043583535108958
0.2813575500754383,0.7186424499245617,0.6045370938074801,0.39546290619252
0.29042563174633274,0.7095743682536673,0.6045370938074801,0.39546290619252
0.0553539433924144,0.9446460566075856,0.0,1.0
0.9295237376422696,0.07047626235773051,1.0,0.0
0.08031479484656613,0.919685205153434,0.0,1.0
0.021835052254947085,0.9781649477450528,0.0,1.0
0.5777954357764308,0.4222045642235692,0.0,1.0
0.4547036293491563,0.5452963706508437,0.6045370938074801,0.39546290619252
0.9366554769099058,0.06334452309009421,0.8595641646489104,0.14043583535108958
0.1509611176889154,0.8490388823110846,0.0,1.0
0.1872335379551231,0.8127664620448769,0.6045370938074801,0.39546290619252
0.2154719536264702,0.7845280463735298,0.0,1.0
0.1924621601486252,0.8075378398513748,0.0,1.0
0.9095773522998272,0.09042264770017296,1.0,0.0
0.14047956386380467,0.8595204361361953,0.0,1.0
0.08111501501854679,0.9188849849814532,0.0,1.0
0.1151329877657481,0.8848670122342519,0.0,1.0
0.6495849225968109,0.35041507740318906,1.0,0.0
0.3020736115592846,0.6979263884407154,0.6045370938074801,0.39546290619252
0.9052950363223512,0.0947049636776487,1.0,0.0
0.1865286529455099,0.8134713470544901,0.8595641646489104,0.14043583535108958
0.6479179256640866,0.35208207433591343,0.6045370938074801,0.39546290619252
0.7031568324577241,0.2968431675422761,0.6045370938074801,0.39546290619252
0.949768043023177,0.05023195697682306,1.0,0.0
0.15950902280966206,0.8404909771903379,0.0,1.0
0.8695168820731259,0.13048311792687392,1.0,0.0
0.7339729478128074,0.2660270521871925,0.8595641646489104,0.14043583535108958
0.06327605329166175,0.9367239467083384,0.0,1.0
0.8714972019926611,0.12850279800733888,0.6045370938074801,0.39546290619252
0.01805910782502873,0.9819408921749712,0.0,1.0
0.6777469013109978,0.3222530986890021,0.8595641646489104,0.14043583535108958
0.06703101579916583,0.9329689842008342,0.0,1.0
0.11398092911398885,0.8860190708860112,0.0,1.0
0.32978324040047224,0.6702167595995278,0.6045370938074801,0.39546290619252
0.6343758609796906,0.36562413902030944,1.0,0.0
0.1418241884308956,0.8581758115691044,0.0,1.0
0.7582464127604843,0.24175358723951565,1.0,0.0
0.7786398066224348,0.2213601933775652,0.8943560057887121,0.105643994211288
0.4832771493755621,0.5167228506244379,0.6045370938074801,0.39546290619252
0.5446378254002986,0.4553621745997014,0.0,1.0
0.3699247353941016,0.6300752646058984,0.017543859649122806,0.9824561403508772
0.7268115404026771,0.27318845959732285,0.8595641646489104,0.14043583535108958
0.9117925044338568,0.08820749556614317,0.6045370938074801,0.39546290619252
0.1311246901318469,0.8688753098681531,0.0,1.0
0.9994717315239352,0.0005282684760646777,1.0,0.0
0.05628894751928415,0.943711052480716,0.0,1.0
0.6101045271349963,0.3898954728650037,1.0,0.0
0.35673016865889795,0.643269831341102,0.6045370938074801,0.39546290619252
0.059752195978456935,0.9402478040215432,0.0,1.0
0.018183447358703253,0.9818165526412967,0.0,1.0
0.8751042998459004,0.12489570015409955,0.6045370938074801,0.39546290619252
0.8948430722033514,0.1051569277966487,0.9692307692307692,0.030769230769230767
0.87864404027789,0.12135595972210995,0.6045370938074801,0.39546290619252
0.2243018543408759,0.7756981456591241,0.0,1.0
0.055326702327272666,0.9446732976727272,0.0,1.0
0.3750958867131183,0.6249041132868817,0.6045370938074801,0.39546290619252
0.7179611769974757,0.28203882300252425,0.8595641646489104,0.14043583535108958
0.6904304101462647,0.3095695898537353,0.8943560057887121,0.105643994211288
0.7739477744216247,0.22605222557837534,0.6045370938074801,0.39546290619252
0.7851521369418538,0.2148478630581462,0.9692307692307692,0.030769230769230767
0.6051475971774309,0.3948524028225691,0.6045370938074801,0.39546290619252
0.11018274883183188,0.8898172511681681,0.0,1.0
0.7372199895623317,0.2627800104376683,1.0,0.0
0.10043682853154312,0.8995631714684569,0.0,1.0
0.05187320931259132,0.9481267906874088,0.0,1.0
0.6254135602151151,0.3745864397848849,1.0,0.0
0.18898241480006028,0.8110175851999397,0.0,1.0
0.36338254050639307,0.6366174594936069,0.6045370938074801,0.39546290619252
0.038043159050977216,0.9619568409490228,0.0,1.0
0.10259920192948402,0.897400798070516,0.0,1.0
0.8392553278286629,0.16074467217133712,1.0,0.0
0.4728551493549166,0.5271448506450834,0.6045370938074801,0.39546290619252
0.07552271056471682,0.9244772894352832,0.0,1.0
0.8466587852588645,0.15334121474113552,0.8943560057887121,0.105643994211288
0.2940676636505871,0.7059323363494129,0.8595641646489104,0.14043583535108958
0.21384262025470813,0.7861573797452919,0.0,1.0
0.010568012212049616,0.9894319877879504,0.0,1.0
0.3020348881306525,0.6979651118693475,0.8943560057887121,0.105643994211288
0.9367624424537596,0.06323755754624033,0.6045370938074801,0.39546290619252
0.015653028352394904,0.9843469716476052,0.0,1.0
0.11281998866022315,0.8871800113397769,0.0,1.0
0.8535254930012484,0.1464745069987516,0.6045370938074801,0.39546290619252
0.6349935035797605,0.3650064964202395,1.0,0.0
0.3728276439891647,0.6271723560108353,0.017543859649122806,0.9824561403508772
0.18697273680997692,0.813027263190023,0.0,1.0
0.9695838432977948,0.030416156702205363,1.0,0.0
0.038408176899853534,0.9615918231001463,0.0,1.0
0.06638176749281788,0.933618232507182,0.0,1.0
0.8338245807094894,0.16617541929051058,1.0,0.0
0.05211206679033065,0.9478879332096694,0.0,1.0
0.19293865869494864,0.8070613413050514,0.0,1.0
0.7705397723107674,0.2294602276892325,0.6045370938074801,0.39546290619252
0.043113030505257166,0.9568869694947428,0.0,1.0
0.19919288413865568,0.8008071158613443,0.0,1.0
0.09861773024230124,0.9013822697576988,0.0,1.0
0.04867188678485257,0.9513281132151474,0.0,1.0
0.8315593362890484,0.1684406637109516,0.8595641646489104,0.14043583535108958
0.8022373001258056,0.19776269987419445,1.0,0.0
0.7246748699299467,0.2753251300700533,0.8595641646489104,0.14043583535108958
0.8141391663975155,0.1858608336024845,0.6045370938074801,0.39546290619252
0.24789472862496345,0.7521052713750366,0.0,1.0
0.9205132920826696,0.0794867079173305,0.9692307692307692,0.030769230769230767
0.423266338040722,0.576733661959278,0.0,1.0
0.1445908660566978,0.8554091339433022,0.0,1.0
0.7977483107202309,0.20225168927976905,0.8943560057887121,0.105643994211288
0.04635661040889827,0.9536433895911016,0.0,1.0
0.43534906567423615,0.5646509343257639,0.6045370938074801,0.39546290619252
0.7769771940299223,0.22302280597007776,0.6045370938074801,0.39546290619252
0.5635409224222527,0.4364590775777473,0.6045370938074801,0.39546290619252
0.032993047104524886,0.9670069528954752,0.0,1.0
0.9373082307889118,0.06269176921108817,0.8943560057887121,0.105643994211288
0.08553263686142354,0.9144673631385764,0.0,1.0
0.5267815022454659,0.4732184977545341,1.0,0.0
0.07424747409209331,0.9257525259079068,0.0,1.0
0.7479893682337424,0.2520106317662576,0.8595641646489104,0.14043583535108958
0.5349887351547682,0.4650112648452318,0.8595641646489104,0.14043583535108958
0.734570161587035,0.26542983841296497,0.6045370938074801,0.39546290619252
0.09459994969190788,0.905400050308092,0.0,1.0
0.37497290614724266,0.6250270938527573,0.6045370938074801,0.39546290619252
0.7900419870430759,0.20995801295692407,1.0,0.0
0.7978166447479085,0.2021833552520915,0.6045370938074801,0.39546290619252
0.8656841010371248,0.1343158989628752,1.0,0.0
0.2980504286378771,0.7019495713621229,0.8595641646489104,0.14043583535108958
0.3467722185111749,0.6532277814888251,1.0,0.0
0.2098157200630296,0.7901842799369704,0.6045370938074801,0.39546290619252
0.8987097588289741,0.10129024117102588,0.8943560057887121,0.105643994211288
0.18941994923747765,0.8105800507625224,0.6045370938074801,0.39546290619252
0.021195995224058014,0.978804004775942,0.0,1.0
0.5635975962946798,0.4364024037053203,0.6045370938074801,0.39546290619252
0.772240294014948,0.227759705985052,1.0,0.0
0.7742107713016025,0.22578922869839746,0.0,1.0
0.8092651819125145,0.19073481808748546,0.8595641646489104,0.14043583535108958
0.7022336918755494,0.2977663081244505,0.8595641646489104,0.14043583535108958
0.7547065324456089,0.2452934675543911,0.6045370938074801,0.39546290619252
0.4095958796238092,0.5904041203761908,0.6045370938074801,0.39546290619252
0.6620576920780423,0.3379423079219577,0.0,1.0
0.6392837850389843,0.3607162149610157,1.0,0.0
0.7702201289049855,0.2297798710950145,0.8943560057887121,0.105643994211288
0.25086901073588497,0.7491309892641149,0.0,1.0
0.06800204981678283,0.9319979501832172,0.0,1.0
0.9359196669469464,0.06408033305305351,1.0,0.0
0.2861183245471016,0.7138816754528984,0.0,1.0
0.7439237972098973,0.25607620279010274,1.0,0.0
0.8045950108480959,0.1954049891519041,1.0,0.0
0.5612287609711437,0.4387712390288563,0.8943560057887121,0.105643994211288
0.016610548838734033,0.983389451161266,0.0,1.0
0.7699536558033988,0.2300463441966012,0.8595641646489104,0.14043583535108958
0.6425391799113034,0.3574608200886966,0.0,1.0
0.07081830175051396,0.9291816982494859,0.0,1.0
0.15642318938155564,0.8435768106184444,0.0,1.0
0.8951221589513764,0.10487784104862362,0.6045370938074801,0.39546290619252
0.07545331930137955,0.9245466806986204,0.0,1.0
0.2817624046528093,0.7182375953471907,0.6045370938074801,0.39546290619252
0.8218588846678361,0.17814111533216387,0.6045370938074801,0.39546290619252
0.2182072676340344,0.7817927323659656,0.0,1.0
0.5265950126557908,0.4734049873442093,0.0,1.0
0.2931139887846077,0.7068860112153923,0.0,1.0
0.06155870688845744,0.9384412931115426,0.0,1.0
0.2448673106873712,0.7551326893126288,0.0,1.0
0.15970865388462652,0.8402913461153735,0.6045370938074801,0.39546290619252
0.7834200707165007,0.21657992928349928,0.8595641646489104,0.14043583535108958
0.5950395171307643,0.4049604828692357,1.0,0.0
0.07910581527605365,0.9208941847239464,0.0,1.0
0.7497476552189515,0.2502523447810485,0.6045370938074801,0.39546290619252
0.34585433680760824,0.6541456631923918,0.6045370938074801,0.39546290619252
0.08120445115582642,0.9187955488441736,0.0,1.0
0.029026799610505364,0.9709732003894946,0.0,1.0
0.2243037957316203,0.7756962042683797,0.0,1.0
0.20166969393964973,0.7983303060603503,0.6045370938074801,0.39546290619252
0.3158632866280985,0.6841367133719015,0.6045370938074801,0.39546290619252
0.01971002008974565,0.9802899799102543,0.0,1.0
0.711475933051285,0.2885240669487151,1.0,0.0
0.1810558784070443,0.8189441215929557,0.0,1.0
0.8332489233608436,0.16675107663915645,0.8595641646489104,0.14043583535108958
0.9458572448889724,0.054142755111027625,0.8943560057887121,0.105643994211288
0.7979645848149861,0.20203541518501394,1.0,0.0
0.1954401062620782,0.8045598937379218,0.0,1.0
0.7054362180588246,0.2945637819411754,1.0,0.0
0.8487971815649743,0.15120281843502567,0.9692307692307692,0.030769230769230767
0.1628366602610064,0.8371633397389936,0.0,1.0
0.7340564111930252,0.2659435888069747,0.6045370938074801,0.39546290619252
0.04440385456119345,0.9555961454388066,0.0,1.0
0.6656397890017558,0.33436021099824426,0.6045370938074801,0.39546290619252
0.0628519939198312,0.9371480060801688,0.0,1.0
0.14615347371057594,0.853846526289424,0.0,1.0
0.8088976124701982,0.1911023875298018,1.0,0.0
0.3249739560100182,0.6750260439899818,0.0,1.0
0.3281335420379597,0.6718664579620403,0.6045370938074801,0.39546290619252
0.2554702565242169,0.744529743475783,0.6045370938074801,0.39546290619252
0.20962498941431584,0.7903750105856842,0.0,1.0
0.5920013543345536,0.4079986456654464,0.6045370938074801,0.39546290619252
0.7726709887061768,0.2273290112938232,1.0,0.0
0.1381266544471632,0.8618733455528368,0.0,1.0
0.14806543309511588,0.8519345669048841,0.0,1.0
0.3482400943965963,0.6517599056034037,0.0,1.0
0.849748830998044,0.15025116900195604,0.8943560057887121,0.105643994211288
0.0564181049848842,0.9435818950151158,0.0,1.0
0.8899841089963206,0.11001589100367937,1.0,0.0
0.8840909084753226,0.1159090915246774,1.0,0.0
0.046493787313204415,0.9535062126867956,0.0,1.0
0.06881759344196325,0.9311824065580367,0.0,1.0
0.1873472973878364,0.8126527026121636,0.0,1.0
0.7917985356263081,0.20820146437369194,0.6045370938074801,0.39546290619252
0.7886709247444245,0.2113290752555755,1.0,0.0
0.3696768762448352,0.6303231237551649,0.0625,0.9375
0.01921228827852195,0.9807877117214779,0.0,1.0
0.8854117312781422,0.1145882687218578,1.0,0.0
0.21112004675753404,0.788879953242466,0.0,1.0
0.015066062378935596,0.9849339376210644,0.0,1.0
0.2192891121062679,0.7807108878937321,0.0,1.0
0.05582217909549392,0.944177820904506,0.0,1.0
0.15502180595527515,0.8449781940447249,0.0,1.0
0.9221100510017164,0.07788994899828355,0.375,0.625
0.911792741167634,0.08820725883236606,1.0,0.0
0.0400913666999585,0.9599086333000416,0.0,1.0
0.865942964519867,0.134057035480133,0.6045370938074801,0.39546290619252
0.3705166038711666,0.6294833961288334,0.0,1.0
0.10638860128469307,0.8936113987153069,0.0,1.0
0.8521718788915826,0.14782812110841734,0.6045370938074801,0.39546290619252
0.16249195810060235,0.8375080418993976,0.0,1.0
0.6115986321079883,0.3884013678920117,0.6045370938074801,0.39546290619252
0.11055951094044314,0.8894404890595569,0.0,1.0
0.6062304793736669,0.3937695206263331,0.0,1.0
0.5814394308955091,0.418560569104491,0.6045370938074801,0.39546290619252
0.28048458449359104,0.7195154155064091,0.6045370938074801,0.39546290619252
0.0722056291291302,0.9277943708708698,0.0,1.0
0.421171187894009,0.5788288121059909,0.0,1.0
0.4374519611105235,0.5625480388894765,0.8595641646489104,0.14043583535108958
0.7440407401433422,0.25595925985665785,0.6045370938074801,0.39546290619252
0.5520201947321145,0.4479798052678855,0.6045370938074801,0.39546290619252
0.3270590198638098,0.6729409801361902,0.6045370938074801,0.39546290619252
0.07777000622193375,0.9222299937780662,0.0,1.0
0.8528990470662433,0.14710095293375672,0.8595641646489104,0.14043583535108958
0.2853497802870065,0.7146502197129935,0.6045370938074801,0.39546290619252
0.8555248318948314,0.14447516810516853,0.8943560057887121,0.105643994211288
0.5683290665333568,0.4316709334666432,0.6045370938074801,0.39546290619252
0.7789378089193055,0.2210621910806945,0.8943560057887121,0.105643994211288
0.919136482142198,0.08086351785780216,0.8943560057887121,0.105643994211288
0.5219636782465751,0.4780363217534249,0.0,1.0
0.7282374313592759,0.2717625686407241,0.6045370938074801,0.39546290619252
0.2192943954216624,0.7807056045783376,0.4117647058823529,0.5882352941176471
0.08835643692511952,0.9116435630748804,0.0,1.0
0.2112485131068416,0.7887514868931584,0.0,1.0
0.6984858610372324,0.3015141389627675,0.6045370938074801,0.39546290619252
0.20450649024714884,0.7954935097528512,0.0,1.0
