model1_fake,model1_real,model2_fake,model2_real,id
0.818517219,0.181482781,0.894356006,0.105643994,50
0.137721054,0.862278946,0.604537094,0.395462906,51
0.163776944,0.836223056,0,1,52
0.845011607,0.154988393,1,0,53
0.037262092,0.962737908,0,1,54
0.865941525,0.134058475,1,0,55
0.949699049,0.050300951,1,0,56
0.641885308,0.358114692,0.894356006,0.105643994,57
0.871628959,0.128371041,0.894356006,0.105643994,58
0.20424276,0.79575724,0.604537094,0.395462906,59
0.741342276,0.258657724,0.604537094,0.395462906,60
0.069571953,0.930428047,0,1,61
0.294785559,0.705214441,0,1,62
0.813294689,0.186705311,1,0,63
0.083738168,0.916261832,0,1,64
0.882922932,0.117077068,0.894356006,0.105643994,65
0.77873636,0.22126364,0.894356006,0.105643994,66
0.279799976,0.720200024,0.604537094,0.395462906,67
0.783374489,0.216625511,0.859564165,0.140435835,68
0.487682012,0.512317988,0,1,69
0.94081402,0.05918598,0.604537094,0.395462906,70
0.152525373,0.847474627,0,1,71
0.239146122,0.760853878,0,1,72
0.035400923,0.964599077,0,1,73
0.059368236,0.940631764,0,1,74
0.762531211,0.237468789,1,0,75
0.964232384,0.035767616,0.894356006,0.105643994,76
0.501737824,0.498262176,0.604537094,0.395462906,77
0.808897612,0.191102388,1,0,78
0.096027706,0.903972294,0.01754386,0.98245614,79
0.827980552,0.172019448,0.894356006,0.105643994,80
0.012933939,0.987066061,0,1,81
0.641336089,0.358663911,0.604537094,0.395462906,82
0.015800806,0.984199194,0,1,83
0.995116949,0.004883051,1,0,84
0.743857538,0.256142462,0.604537094,0.395462906,85
0.240025455,0.759974545,0,1,86
0.028260976,0.971739024,0,1,87
0.150936913,0.849063087,0,1,88
0.040448521,0.959551479,0,1,89
0.036666972,0.963333028,0,1,90
0.852021434,0.147978566,1,0,91
0.138755352,0.861244648,0,1,92
0.905462434,0.094537566,0.859564165,0.140435835,93
0.293143328,0.706856672,0.604537094,0.395462906,94
0.309962987,0.690037013,0.604537094,0.395462906,95
0.044182542,0.955817458,0,1,96
0.102489544,0.897510456,0,1,97
0.028940952,0.971059048,0,1,98
0.795031086,0.204968914,0.604537094,0.395462906,99
0.006748375,0.993251625,0,1,100
0.745462976,0.254537024,0.604537094,0.395462906,101
0.866838347,0.133161653,0.859564165,0.140435835,102
0.738325609,0.261674391,0.859564165,0.140435835,103
0.08754584,0.91245416,0,1,104
0.437618565,0.562381435,0.604537094,0.395462906,105
0.967623038,0.032376962,1,0,106
0.150454921,0.849545079,0,1,107
0.371155908,0.628844092,0.166666667,0.833333333,108
0.94035979,0.05964021,1,0,109
0.148621271,0.851378729,0,1,110
0.871190482,0.128809518,0.604537094,0.395462906,111
0.854254035,0.145745965,1,0,112
0.033940443,0.966059557,0,1,113
0.71534424,0.28465576,0,1,114
0.455538402,0.544461598,0,1,115
0.295173376,0.704826624,0,1,116
0.023678317,0.976321683,0,1,117
0.874092861,0.125907139,1,0,118
0.858362563,0.141637437,0.604537094,0.395462906,119
0.035399859,0.964600141,0,1,120
0.148678643,0.851321357,0,1,121
0.45712728,0.54287272,0.859564165,0.140435835,122
0.044574269,0.955425731,0,1,123
0.210351982,0.789648018,0,1,124
0.512059131,0.487940869,0,1,125
0.763429153,0.236570847,0.604537094,0.395462906,126
0.029532076,0.970467924,0,1,127
0.331911366,0.668088634,0.01754386,0.98245614,128
0.156842952,0.843157048,0,1,129
0.020647699,0.979352301,0,1,130
0.111236953,0.888763047,0,1,131
0.141004984,0.858995016,0,1,132
0.696562056,0.303437944,1,0,133
0.956721599,0.043278401,1,0,134
0.936519729,0.063480271,0.894356006,0.105643994,135
0.903764449,0.096235551,0.859564165,0.140435835,136
0.942986765,0.057013235,1,0,137
0.073108294,0.926891706,0,1,138
0.319646254,0.680353746,0.604537094,0.395462906,139
0.930207311,0.069792689,0.604537094,0.395462906,140
0.08781233,0.91218767,0,1,141
0.684771887,0.315228113,0.859564165,0.140435835,142
0.767986983,0.232013017,0.894356006,0.105643994,143
0.072181666,0.927818334,0,1,144
0.814115925,0.185884075,0.859564165,0.140435835,145
0.862639545,0.137360455,0.894356006,0.105643994,146
0.492856278,0.507143722,0,1,147
0.198360715,0.801639285,0,1,148
0.913128912,0.086871088,1,0,149
0.306565143,0.693434857,0.604537094,0.395462906,150
0.4765357,0.5234643,0.604537094,0.395462906,151
0.631561312,0.368438688,0.604537094,0.395462906,152
0.275620113,0.724379887,0,1,153
0.082744377,0.917255623,0,1,154
0.921460837,0.078539163,0.859564165,0.140435835,155
0.909839586,0.090160414,1,0,156
0.052903008,0.947096992,0,1,157
0.843659932,0.156340068,1,0,158
0.9591797,0.0408203,1,0,159
0.811098978,0.188901022,0.604537094,0.395462906,160
0.141343536,0.858656464,0,1,161
0.819789,0.180211,1,0,162
0.065951366,0.934048634,0,1,163
0.256808353,0.743191647,0.604537094,0.395462906,164
0.334338747,0.665661253,0.604537094,0.395462906,165
0.930629482,0.069370518,1,0,166
0.170937196,0.829062804,0,1,167
0.217121853,0.782878147,0,1,168
0.522949864,0.477050136,0.894356006,0.105643994,169
0.015288425,0.984711575,0,1,170
0.567776687,0.432223313,0.604537094,0.395462906,171
0.903306264,0.096693736,1,0,172
0.19559887,0.80440113,0,1,173
0.774797934,0.225202066,1,0,174
0.175047069,0.824952931,0.859564165,0.140435835,175
0.234007503,0.765992497,0,1,176
0.147202377,0.852797623,0,1,177
0.707447954,0.292552046,1,0,178
0.931479282,0.068520718,0.894356006,0.105643994,179
0.172223798,0.827776202,0,1,180
0.42107604,0.57892396,0.859564165,0.140435835,181
0.109723018,0.890276982,0.604537094,0.395462906,182
0.876701143,0.123298857,0.894356006,0.105643994,183
0.436997668,0.563002332,0.604537094,0.395462906,184
0.406836184,0.593163816,0.604537094,0.395462906,185
0.291311393,0.708688607,0.604537094,0.395462906,186
0.079073421,0.920926579,0,1,187
0.229188417,0.770811583,0.604537094,0.395462906,188
0.829215566,0.170784434,0.604537094,0.395462906,189
0.163135002,0.836864998,0,1,190
0.762480253,0.237519747,1,0,191
0.224031396,0.775968604,0,1,192
0.308046313,0.691953687,0.604537094,0.395462906,193
0.089535277,0.910464723,0,1,194
0.097181084,0.902818916,0,1,195
0.409786609,0.590213391,0.604537094,0.395462906,196
0.970749022,0.029250978,1,0,197
0.054333589,0.945666411,0,1,198
0.611636383,0.388363617,0.604537094,0.395462906,199
0.869553364,0.130446636,0.894356006,0.105643994,200
0.072212199,0.927787801,0,1,201
0.195966816,0.804033184,0,1,202
0.125663545,0.874336455,0,1,203
0.421067549,0.578932451,0,1,204
0.779828764,0.220171236,0.859564165,0.140435835,205
0.045371095,0.954628905,0,1,206
0.271323739,0.728676261,0.604537094,0.395462906,207
0.191536609,0.808463391,0,1,208
0.248692984,0.751307016,1,0,209
0.110391495,0.889608505,0,1,210
0.891518854,0.108481146,1,0,211
0.037057594,0.962942406,0,1,212
0.837774288,0.162225712,1,0,213
0.91526288,0.08473712,0.894356006,0.105643994,214
0.070652646,0.929347354,0,1,215
0.316224038,0.683775962,0.604537094,0.395462906,216
0.439852815,0.560147185,0.894356006,0.105643994,217
0.854841472,0.145158528,0.604537094,0.395462906,218
0.082819646,0.917180354,0,1,219
0.21181353,0.78818647,0,1,220
0.42633667,0.57366333,1,0,221
0.060515658,0.939484342,0,1,222
0.152637536,0.847362464,0.604537094,0.395462906,223
0.634549825,0.365450175,0.604537094,0.395462906,224
0.021371296,0.978628704,0,1,225
0.770758997,0.229241003,0.859564165,0.140435835,226
0.28135755,0.71864245,0.604537094,0.395462906,227
0.290425632,0.709574368,0.604537094,0.395462906,228
0.055353943,0.944646057,0,1,229
0.929523738,0.070476262,1,0,230
0.080314795,0.919685205,0,1,231
0.021835052,0.978164948,0,1,232
0.577795436,0.422204564,0,1,233
0.454703629,0.545296371,0.604537094,0.395462906,234
0.936655477,0.063344523,0.859564165,0.140435835,235
0.150961118,0.849038882,0,1,236
0.187233538,0.812766462,0.604537094,0.395462906,237
0.215471954,0.784528046,0,1,238
0.19246216,0.80753784,0,1,239
0.909577352,0.090422648,1,0,240
0.140479564,0.859520436,0,1,241
0.081115015,0.918884985,0,1,242
0.115132988,0.884867012,0,1,243
0.649584923,0.350415077,1,0,244
0.302073612,0.697926388,0.604537094,0.395462906,245
0.905295036,0.094704964,1,0,246
0.186528653,0.813471347,0.859564165,0.140435835,247
0.647917926,0.352082074,0.604537094,0.395462906,248
0.703156832,0.296843168,0.604537094,0.395462906,249
0.949768043,0.050231957,1,0,250
0.159509023,0.840490977,0,1,251
0.869516882,0.130483118,1,0,252
0.733972948,0.266027052,0.859564165,0.140435835,253
0.063276053,0.936723947,0,1,254
0.871497202,0.128502798,0.604537094,0.395462906,255
0.018059108,0.981940892,0,1,256
0.677746901,0.322253099,0.859564165,0.140435835,257
0.067031016,0.932968984,0,1,258
0.113980929,0.886019071,0,1,259
0.32978324,0.67021676,0.604537094,0.395462906,260
0.634375861,0.365624139,1,0,261
0.141824188,0.858175812,0,1,262
0.758246413,0.241753587,1,0,263
0.778639807,0.221360193,0.894356006,0.105643994,264
0.483277149,0.516722851,0.604537094,0.395462906,265
0.544637825,0.455362175,0,1,266
0.369924735,0.630075265,0.01754386,0.98245614,267
0.72681154,0.27318846,0.859564165,0.140435835,268
0.911792504,0.088207496,0.604537094,0.395462906,269
0.13112469,0.86887531,0,1,270
0.999471732,0.000528268,1,0,271
0.056288948,0.943711052,0,1,272
0.610104527,0.389895473,1,0,273
0.356730169,0.643269831,0.604537094,0.395462906,274
0.059752196,0.940247804,0,1,275
0.018183447,0.981816553,0,1,276
0.8751043,0.1248957,0.604537094,0.395462906,277
0.894843072,0.105156928,0.969230769,0.030769231,278
0.87864404,0.12135596,0.604537094,0.395462906,279
0.224301854,0.775698146,0,1,280
0.055326702,0.944673298,0,1,281
0.375095887,0.624904113,0.604537094,0.395462906,282
0.717961177,0.282038823,0.859564165,0.140435835,283
0.69043041,0.30956959,0.894356006,0.105643994,284
0.773947774,0.226052226,0.604537094,0.395462906,285
0.785152137,0.214847863,0.969230769,0.030769231,286
0.605147597,0.394852403,0.604537094,0.395462906,287
0.110182749,0.889817251,0,1,288
0.73721999,0.26278001,1,0,289
0.100436829,0.899563171,0,1,290
0.051873209,0.948126791,0,1,291
0.62541356,0.37458644,1,0,292
0.188982415,0.811017585,0,1,293
0.363382541,0.636617459,0.604537094,0.395462906,294
0.038043159,0.961956841,0,1,295
0.102599202,0.897400798,0,1,296
0.839255328,0.160744672,1,0,297
0.472855149,0.527144851,0.604537094,0.395462906,298
0.075522711,0.924477289,0,1,299
0.846658785,0.153341215,0.894356006,0.105643994,300
0.294067664,0.705932336,0.859564165,0.140435835,301
0.21384262,0.78615738,0,1,302
0.010568012,0.989431988,0,1,303
0.302034888,0.697965112,0.894356006,0.105643994,304
0.936762442,0.063237558,0.604537094,0.395462906,305
0.015653028,0.984346972,0,1,306
0.112819989,0.887180011,0,1,307
0.853525493,0.146474507,0.604537094,0.395462906,308
0.634993504,0.365006496,1,0,309
0.372827644,0.627172356,0.01754386,0.98245614,310
0.186972737,0.813027263,0,1,311
0.969583843,0.030416157,1,0,312
0.038408177,0.961591823,0,1,313
0.066381767,0.933618233,0,1,314
0.833824581,0.166175419,1,0,315
0.052112067,0.947887933,0,1,316
0.192938659,0.807061341,0,1,317
0.770539772,0.229460228,0.604537094,0.395462906,318
0.043113031,0.956886969,0,1,319
0.199192884,0.800807116,0,1,320
0.09861773,0.90138227,0,1,321
0.048671887,0.951328113,0,1,322
0.831559336,0.168440664,0.859564165,0.140435835,323
0.8022373,0.1977627,1,0,324
0.72467487,0.27532513,0.859564165,0.140435835,325
0.814139166,0.185860834,0.604537094,0.395462906,326
0.247894729,0.752105271,0,1,327
0.920513292,0.079486708,0.969230769,0.030769231,328
0.423266338,0.576733662,0,1,329
0.144590866,0.855409134,0,1,330
0.797748311,0.202251689,0.894356006,0.105643994,331
0.04635661,0.95364339,0,1,332
0.435349066,0.564650934,0.604537094,0.395462906,333
0.776977194,0.223022806,0.604537094,0.395462906,334
0.563540922,0.436459078,0.604537094,0.395462906,335
0.032993047,0.967006953,0,1,336
0.937308231,0.062691769,0.894356006,0.105643994,337
0.085532637,0.914467363,0,1,338
0.526781502,0.473218498,1,0,339
0.074247474,0.925752526,0,1,340
0.747989368,0.252010632,0.859564165,0.140435835,341
0.534988735,0.465011265,0.859564165,0.140435835,342
0.734570162,0.265429838,0.604537094,0.395462906,343
0.09459995,0.90540005,0,1,344
0.374972906,0.625027094,0.604537094,0.395462906,345
0.790041987,0.209958013,1,0,346
0.797816645,0.202183355,0.604537094,0.395462906,347
0.865684101,0.134315899,1,0,348
0.298050429,0.701949571,0.859564165,0.140435835,349
0.346772219,0.653227781,1,0,350
0.20981572,0.79018428,0.604537094,0.395462906,351
0.898709759,0.101290241,0.894356006,0.105643994,352
0.189419949,0.810580051,0.604537094,0.395462906,353
0.021195995,0.978804005,0,1,354
0.563597596,0.436402404,0.604537094,0.395462906,355
0.772240294,0.227759706,1,0,356
0.774210771,0.225789229,0,1,357
0.809265182,0.190734818,0.859564165,0.140435835,358
0.702233692,0.297766308,0.859564165,0.140435835,359
0.754706532,0.245293468,0.604537094,0.395462906,360
0.40959588,0.59040412,0.604537094,0.395462906,361
0.662057692,0.337942308,0,1,362
0.639283785,0.360716215,1,0,363
0.770220129,0.229779871,0.894356006,0.105643994,364
0.250869011,0.749130989,0,1,365
0.06800205,0.93199795,0,1,366
0.935919667,0.064080333,1,0,367
0.286118325,0.713881675,0,1,368
0.743923797,0.256076203,1,0,369
0.804595011,0.195404989,1,0,370
0.561228761,0.438771239,0.894356006,0.105643994,371
0.016610549,0.983389451,0,1,372
0.769953656,0.230046344,0.859564165,0.140435835,373
0.64253918,0.35746082,0,1,374
0.070818302,0.929181698,0,1,375
0.156423189,0.843576811,0,1,376
0.895122159,0.104877841,0.604537094,0.395462906,377
0.075453319,0.924546681,0,1,378
0.281762405,0.718237595,0.604537094,0.395462906,379
0.821858885,0.178141115,0.604537094,0.395462906,380
0.218207268,0.781792732,0,1,381
0.526595013,0.473404987,0,1,382
0.293113989,0.706886011,0,1,383
0.061558707,0.938441293,0,1,384
0.244867311,0.755132689,0,1,385
0.159708654,0.840291346,0.604537094,0.395462906,386
0.783420071,0.216579929,0.859564165,0.140435835,387
0.595039517,0.404960483,1,0,388
0.079105815,0.920894185,0,1,389
0.749747655,0.250252345,0.604537094,0.395462906,390
0.345854337,0.654145663,0.604537094,0.395462906,391
0.081204451,0.918795549,0,1,392
0.0290268,0.9709732,0,1,393
0.224303796,0.775696204,0,1,394
0.201669694,0.798330306,0.604537094,0.395462906,395
0.315863287,0.684136713,0.604537094,0.395462906,396
0.01971002,0.98028998,0,1,397
0.711475933,0.288524067,1,0,398
0.181055878,0.818944122,0,1,399
0.833248923,0.166751077,0.859564165,0.140435835,400
0.945857245,0.054142755,0.894356006,0.105643994,401
0.797964585,0.202035415,1,0,402
0.195440106,0.804559894,0,1,403
0.705436218,0.294563782,1,0,404
0.848797182,0.151202818,0.969230769,0.030769231,405
0.16283666,0.83716334,0,1,406
0.734056411,0.265943589,0.604537094,0.395462906,407
0.044403855,0.955596145,0,1,408
0.665639789,0.334360211,0.604537094,0.395462906,409
0.062851994,0.937148006,0,1,410
0.146153474,0.853846526,0,1,411
0.808897612,0.191102388,1,0,412
0.324973956,0.675026044,0,1,413
0.328133542,0.671866458,0.604537094,0.395462906,414
0.255470257,0.744529743,0.604537094,0.395462906,415
0.209624989,0.790375011,0,1,416
0.592001354,0.407998646,0.604537094,0.395462906,417
0.772670989,0.227329011,1,0,418
0.138126654,0.861873346,0,1,419
0.148065433,0.851934567,0,1,420
0.348240094,0.651759906,0,1,421
0.849748831,0.150251169,0.894356006,0.105643994,422
0.056418105,0.943581895,0,1,423
0.889984109,0.110015891,1,0,424
0.884090908,0.115909092,1,0,425
0.046493787,0.953506213,0,1,426
0.068817593,0.931182407,0,1,427
0.187347297,0.812652703,0,1,428
0.791798536,0.208201464,0.604537094,0.395462906,429
0.788670925,0.211329075,1,0,430
0.369676876,0.630323124,0.0625,0.9375,431
0.019212288,0.980787712,0,1,432
0.885411731,0.114588269,1,0,433
0.211120047,0.788879953,0,1,434
0.015066062,0.984933938,0,1,435
0.219289112,0.780710888,0,1,436
0.055822179,0.944177821,0,1,437
0.155021806,0.844978194,0,1,438
0.922110051,0.077889949,0.375,0.625,439
0.911792741,0.088207259,1,0,440
0.040091367,0.959908633,0,1,441
0.865942965,0.134057035,0.604537094,0.395462906,442
0.370516604,0.629483396,0,1,443
0.106388601,0.893611399,0,1,444
0.852171879,0.147828121,0.604537094,0.395462906,445
0.162491958,0.837508042,0,1,446
0.611598632,0.388401368,0.604537094,0.395462906,447
0.110559511,0.889440489,0,1,448
0.606230479,0.393769521,0,1,449
0.581439431,0.418560569,0.604537094,0.395462906,450
0.280484584,0.719515416,0.604537094,0.395462906,451
0.072205629,0.927794371,0,1,452
0.421171188,0.578828812,0,1,453
0.437451961,0.562548039,0.859564165,0.140435835,454
0.74404074,0.25595926,0.604537094,0.395462906,455
0.552020195,0.447979805,0.604537094,0.395462906,456
0.32705902,0.67294098,0.604537094,0.395462906,457
0.077770006,0.922229994,0,1,458
0.852899047,0.147100953,0.859564165,0.140435835,459
0.28534978,0.71465022,0.604537094,0.395462906,460
0.855524832,0.144475168,0.894356006,0.105643994,461
0.568329067,0.431670933,0.604537094,0.395462906,462
0.778937809,0.221062191,0.894356006,0.105643994,463
0.919136482,0.080863518,0.894356006,0.105643994,464
0.521963678,0.478036322,0,1,465
0.728237431,0.271762569,0.604537094,0.395462906,466
0.219294395,0.780705605,0.411764706,0.588235294,467
0.088356437,0.911643563,0,1,468
0.211248513,0.788751487,0,1,469
0.698485861,0.301514139,0.604537094,0.395462906,470
0.20450649,0.79549351,0,1,471
0.303485817,0.696514183,0,1,472
0.521345718,0.478654282,1,0,473
0.033492842,0.966507158,0,1,474
0.754940697,0.245059303,0.894356006,0.105643994,475
0.930850796,0.069149204,0.604537094,0.395462906,476
0.881003035,0.118996965,0.894356006,0.105643994,477
0.629865364,0.370134636,1,0,478
0.698283487,0.301716513,0.604537094,0.395462906,479
0.503165741,0.496834259,0.859564165,0.140435835,480
0.867570032,0.132429968,0.604537094,0.395462906,481
0.469168227,0.530831773,1,0,482
0.751585927,0.248414073,0.604537094,0.395462906,483
0.702353541,0.297646459,0.604537094,0.395462906,484
0.766787715,0.233212285,0.859564165,0.140435835,485
0.761355076,0.238644924,0.894356006,0.105643994,486
0.097732946,0.902267054,0,1,487
0.933605954,0.066394046,0.894356006,0.105643994,488
0.733295397,0.266704603,0.604537094,0.395462906,489
0.625246497,0.374753503,0.859564165,0.140435835,490
0.25983277,0.74016723,0,1,491
0.14183407,0.85816593,0.604537094,0.395462906,492
0.593977618,0.406022382,0.859564165,0.140435835,493
0.206931733,0.793068267,0.604537094,0.395462906,494
0.228771571,0.771228429,0,1,495
0.437326042,0.562673958,0.604537094,0.395462906,496
0.476701998,0.523298002,0.604537094,0.395462906,497
0.015628112,0.984371888,0,1,498
0.261974646,0.738025354,0,1,499
0.829471314,0.170528686,0.604537094,0.395462906,500
0.293393482,0.706606518,0.604537094,0.395462906,501
0.082569709,0.917430291,0,1,502
0.91096108,0.08903892,0.894356006,0.105643994,503
0.85256529,0.14743471,0.969230769,0.030769231,504
0.090927538,0.909072462,0,1,505
0.77245506,0.22754494,1,0,506
0.010384169,0.989615831,0,1,507
0.178983085,0.821016915,0,1,508
0.932054825,0.067945175,1,0,509
0.918698818,0.081301182,1,0,510
0.753564447,0.246435553,1,0,511
0.331093136,0.668906864,0.604537094,0.395462906,512
0.947287056,0.052712944,1,0,513
0.036005371,0.963994629,0,1,514
0.273490004,0.726509996,0,1,515
0.945209836,0.054790164,1,0,516
0.957042187,0.042957813,1,0,517
0.151433234,0.848566766,0,1,518
0.786782151,0.213217849,0.604537094,0.395462906,519
0.198860529,0.801139471,0,1,520
0.321223583,0.678776417,0.411764706,0.588235294,521
0.95249525,0.04750475,0.894356006,0.105643994,522
0.427833965,0.572166035,0.604537094,0.395462906,523
0.798772095,0.201227905,0.604537094,0.395462906,524
0.902500862,0.097499138,0.604537094,0.395462906,525
0.026997924,0.973002076,0,1,526
0.551207618,0.448792382,0.604537094,0.395462906,527
0.694761803,0.305238197,0.604537094,0.395462906,528
0.292235938,0.707764062,0.604537094,0.395462906,529
0.680064297,0.319935703,0.604537094,0.395462906,530
0.412811404,0.587188596,0.604537094,0.395462906,531
0.720861198,0.279138802,0.604537094,0.395462906,532
0.632765303,0.367234697,0.604537094,0.395462906,533
0.720288882,0.279711118,0.859564165,0.140435835,534
0.442905014,0.557094986,0.859564165,0.140435835,535
0.81441954,0.18558046,0.604537094,0.395462906,536
0.267520995,0.732479005,0.604537094,0.395462906,537
0.822908286,0.177091714,0,1,538
0.310959036,0.689040964,0,1,539
0.929479457,0.070520543,1,0,540
0.692231223,0.307768777,0.604537094,0.395462906,541
0.174551062,0.825448938,0,1,542
0.150921826,0.849078174,0,1,543
0.779979021,0.220020979,0.894356006,0.105643994,544
0.930862993,0.069137007,0.894356006,0.105643994,545
0.180203434,0.819796566,0,1,546
0.163141061,0.836858939,0,1,547
0.414919377,0.585080623,0.604537094,0.395462906,548
0.066400435,0.933599565,0,1,549
0.584360864,0.415639136,0.604537094,0.395462906,550
0.914069183,0.085930817,0.894356006,0.105643994,551
0.885611519,0.114388481,0.859564165,0.140435835,552
0.79031438,0.20968562,0.604537094,0.395462906,553
0.368666008,0.631333992,0,1,554
0.045680609,0.954319391,0,1,555
0.22543506,0.77456494,0,1,556
0.474243223,0.525756777,0,1,557
0.71873179,0.28126821,0.604537094,0.395462906,558
0.1993797,0.8006203,0,1,559
0.238977981,0.761022019,0,1,560
0.657064953,0.342935047,1,0,561
0.670115002,0.329884998,0.859564165,0.140435835,562
0.239334391,0.760665609,0,1,563
0.964610549,0.035389451,1,0,564
0.163165337,0.836834663,0,1,565
0.061008835,0.938991165,0,1,566
0.434317162,0.565682838,0,1,567
0.01185965,0.98814035,0,1,568
0.022120242,0.977879758,0,1,569
0.713873093,0.286126907,0.859564165,0.140435835,570
0.00879235,0.99120765,0,1,571
0.650637611,0.349362389,0.859564165,0.140435835,572
0.727314596,0.272685404,0.604537094,0.395462906,573
0.7836627,0.2163373,1,0,574
0.101218933,0.898781067,0,1,575
0.63888236,0.36111764,0.604537094,0.395462906,576
0.155211631,0.844788369,0,1,577
0.13846215,0.86153785,0,1,578
0.674417436,0.325582564,0.604537094,0.395462906,579
0.842836398,0.157163602,0.604537094,0.395462906,580
0.931751792,0.068248208,0.894356006,0.105643994,581
0.068658374,0.931341626,0,1,582
0.661281454,0.338718546,0.604537094,0.395462906,583
0.206430215,0.793569785,0,1,584
0.307611807,0.692388193,0.604537094,0.395462906,585
0.261041626,0.738958374,0.604537094,0.395462906,586
0.099789141,0.900210859,0,1,587
0.067270598,0.932729402,0,1,588
0.130519518,0.869480482,0,1,589
0.832836639,0.167163361,0.604537094,0.395462906,590
0.763151823,0.236848177,0.604537094,0.395462906,591
0.712724089,0.287275911,0.604537094,0.395462906,592
0.789633646,0.210366354,0.894356006,0.105643994,593
0.667365949,0.332634051,0.859564165,0.140435835,594
0.664419539,0.335580461,1,0,595
0.757404585,0.242595415,0.604537094,0.395462906,596
0.308137242,0.691862758,0.604537094,0.395462906,597
0.354542773,0.645457227,0,1,598
0.882078868,0.117921132,0.894356006,0.105643994,599
0.06229268,0.93770732,0,1,600
0.569102212,0.430897788,1,0,601
0.965544719,0.034455281,1,0,602
0.11656437,0.88343563,0,1,603
0.780775407,0.219224593,0.894356006,0.105643994,604
0.097232101,0.902767899,0.604537094,0.395462906,605
0.778583272,0.221416728,0.604537094,0.395462906,606
0.886761813,0.113238187,1,0,607
0.036661815,0.963338185,0,1,608
0.714169703,0.285830297,0.604537094,0.395462906,609
0.915716157,0.084283843,0.894356006,0.105643994,610
0.483944216,0.516055784,0,1,611
0.776242484,0.223757516,0.859564165,0.140435835,612
0.076755008,0.923244992,0,1,613
0.680751318,0.319248682,0.604537094,0.395462906,614
0.126383845,0.873616155,0,1,615
0.07571934,0.92428066,0,1,616
0.885324654,0.114675346,1,0,617
0.067804457,0.932195543,0,1,618
0.251929852,0.748070148,0,1,619
0.016128918,0.983871082,0,1,620
0.019836175,0.980163825,0,1,621
0.174444842,0.825555158,0.604537094,0.395462906,622
0.033200717,0.966799283,0,1,623
0.878469642,0.121530358,0.859564165,0.140435835,624
0.977621361,0.022378639,1,0,625
0.633716251,0.366283749,0.859564165,0.140435835,626
0.084390028,0.915609972,0,1,627
0.040048939,0.959951061,0,1,628
0.030421212,0.969578788,0,1,629
0.539405152,0.460594848,0,1,630
0.287176302,0.712823698,0.604537094,0.395462906,631
0.250768309,0.749231691,0.604537094,0.395462906,632
0.566351748,0.433648252,1,0,633
0.834013544,0.165986456,1,0,634
0.894391511,0.105608489,0.894356006,0.105643994,635
0.2395867,0.7604133,0,1,636
0.267817593,0.732182407,0,1,637
0.014648562,0.985351438,0,1,638
0.638298399,0.361701601,0.604537094,0.395462906,639
0.21026599,0.78973401,0,1,640
0.227254111,0.772745889,0,1,641
0.830633094,0.169366906,1,0,642
0.862056018,0.137943982,1,0,643
0.759816314,0.240183686,0.859564165,0.140435835,644
0.058697051,0.941302949,0,1,645
0.347361263,0.652638737,0,1,646
0.358141931,0.641858069,0,1,647
0.132299876,0.867700124,0,1,648
0.82968404,0.17031596,1,0,649
0.260287619,0.739712381,0,1,650
0.076842586,0.923157414,0,1,651
0.635021805,0.364978195,0.894356006,0.105643994,652
0.455141869,0.544858131,0,1,653
